id,handle,sku,col4,col5,col6,name,description,product_category,variant_option_one_name,variant_option_one_value,col12,col13,col14,col15,tags,supply_price,retail_price,col19,col20,col21,col22,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga Outlet,col29,col30,col31
3c02ac11-85de-4c61-b120-276806d42310,nature-eng-hardwood-timelesss-manor-oak--7-12-x-34-x-75-tg-2mm-veneer-layer-1943-sfbox,HD-001,,,,NATURE-ENG Hardwood Timelesss Manor Oak  7-1/2'' x 3/4'' x 75'' T&G (2mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.48/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): 'ENG Oak, HD-001, 18/2 mm x190mm x1900mm'.",HARDWOOD,,,,,,,,3.91,4.91,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
dbb71ffb-0898-413f-8d5b-6566d995854b,nature-eng-hardwood-rustic-charm-oak--7-12-x-34-x-75-tg-2mm-veneer-layer-1943-sfbox,HD-002,,,,NATURE-ENG Hardwood Rustic Charm Oak  7-1/2'' x 3/4'' x 75'' T&G (2mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.48/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): 'ENG Oak, HD-002, 18/2 mm x190mm x1900mm'.",HARDWOOD,,,,,,,,3.91,4.91,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
7d5da25a-10af-437e-887f-438eb39f0e02,nature-eng-hardwood-amber-grain-oak--7-12-x-34-x-75-tg-2mm-veneer-layer-1943-sfbox,HD-003,,,,NATURE-ENG Hardwood Amber Grain Oak  7-1/2'' x 3/4'' x 75'' T&G (2mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.48/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): 'ENG Oak, HD-003, 18/2 mm x190mm x1900mm'.",HARDWOOD,,,,,,,,3.91,4.91,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
b670aed2-0214-4476-aace-5daeebbfe3f2,nature-eng-hardwood-nordic-serenity-oak--7-12-x-34-x-75-tg-2mm-veneer-layer-1943-sfbox,HD-004,,,,NATURE-ENG Hardwood Nordic Serenity Oak  7-1/2'' x 3/4'' x 75'' T&G (2mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.48/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): 'ENG Oak, HD-004, 18/2 mm x190mm x1900mm'.",HARDWOOD,,,,,,,,3.91,4.91,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
edb7f910-72da-4936-a7fd-86899390dca4,nature-eng-hardwood-elysian-oak--7-12-x-34-x-75-tg-2mm-veneer-layer-1943-sfbox,HD-005,,,,NATURE-ENG Hardwood Elysian Oak  7-1/2'' x 3/4'' x 75'' T&G (2mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.49/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): 'ENG Oak, HD-005, 18/2 mm x190mm x1900mm'.",HARDWOOD,,,,,,,,3.49,4.99,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
b0253535-7653-4660-a34b-f5f4003290ec,nature-eng-hardwood-harbor-breeze-oak--7-12-x-34-x-75-tg-2mm-veneer-layer-1943-sfbox,HD-006,,,,NATURE-ENG Hardwood Harbor Breeze Oak  7-1/2'' x 3/4'' x 75'' T&G (2mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.48/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): 'ENG Oak, HD-006, 18/2 mm x190mm x1900mm'.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.91,4.91,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
3669d2e3-2fed-4133-a734-2b660c6bd698,nature-eng-hardwood-natures-essence-oak--7-12-x-34-x-75nature-eng-hardwood-elysian-oak--7-12-x-34-x-75-tg-2mm-veneer-layer-1943-sfboxg-2mm-veneer-layer-1943-sfbox,HD-007,,,,NATURE-ENG Hardwood Nature's Essence oak 7-1/2'' x 3/4'' x 75'' T&G (2mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.48/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): 'ENG Oak, HD-007, 18/2 mm x190mm x1900mm'.",HARDWOOD,,,,,,,,3.91,4.91,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
8621c5f8-d83c-4a71-9567-721fce08dfe3,nature-eng-hardwood-sun-kissed-oak-7-12-x-34-x-75-tg-2mm-veneer-layer-1943-sfbox,HD-008,,,,NATURE-ENG Hardwood Sun kissed Oak 7-1/2'' x 3/4'' x 75'' T&G (2mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.48/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): 'ENG Oak, HD-008, 18/2 mm x190mm x1900mm'.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.91,4.91,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
4577d99e-d248-4350-9ada-a2ce493b38b5,nature-eng-hardwood-heritage-oak--7-12-x-34-x-75-tg-3mm-veneer-layer-1943-sfbox,EHDP-001,,,,NATURE-ENG Hardwood Heritage Oak  7-1/2'' x 3/4'' x 75'' T&G (3mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.57/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): '18/3 mm x190mm x1900mm (75""x7-1/2""x3/4"")'.",HARDWOOD,,,,,,,,4.02,5.02,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
0992b1a2-2204-4cae-9d16-c5ec0a8f0935,nature-eng-hardwood-golden-harvest-oak--7-12-x-34-x-75-tg-3mm-veneer-layer-1943-sfbox,EHDP-002,,,,NATURE-ENG Hardwood Golden Harvest Oak  7-1/2'' x 3/4'' x 75'' T&G (3mm veneer layer) 19.43 Sf/box,"Volume pricing notes: Tier 1 Price $3.57/sf (sheet's lower tier; Tier 2 is cost, Albert 2026-09-24) | Box size (sf): 19.43 | Boxes per skid: 50 | Salesperson notes: Supplier spec as printed (PL-170, photographed list): '18/3 mm x190mm x1900mm (75""x7-1/2""x3/4"")'.",HARDWOOD,,,,,,,,4.02,5.02,,,,,,BALTIC HOMES,,1,1,Default Tax,,,
